project_id,city,region,project_type,land_area_m2,building_area_m2,floors,units,finishing_level,construction_method,structural_system,concrete_m3,steel_ton,blocks_m2,tiles_m2,paint_m2,electrical_points,plumbing_points,estimated_cost_sar,duration_months,year
SA-R01149,Makkah,Western,Residential_Compound,,15499.803037373415,2,112,Luxury,ICF,RC Frame,5727,548.58,55799,20150,68199,4650,1240,193040000,48.5,2025
SA-R01150,Khobar,Eastern,Townhouse_Project,,10243.83567587968,2,89,Good,SteelFrame,RC Frame,3573,387.83,36878,13317,45073,3073,820,61090000,41.5,2022
SA-R01151,Madinah,Western,Residential_Tower,,33188.45253553593,51,350,Raw,Traditional,Post Tension,439200,57274.37,3046700,1100197,3723744,253892,67704,1496650000,165.5,2021
SA-R01152,Hail,Northern,Apartment_Building,,2949.639766348301,8,33,Luxury,SlipForm,Flat Slab,6224,723.39,42475,15338,51914,3540,944,137120000,27.5,2023
SA-R01153,Jeddah,Western,School,,3074.114979330571,3,33,Raw,SteelFrame,RC Frame,1600,171.6,16600,5995,20289,1383,369,8580000,23,2026
SA-R01154,Makkah,Western,Government_Building,,26558.302714755024,4,308,Standard,SteelFrame,RC Frame,23534,2636.62,191220,69052,233713,15935,4249,190060000,77,2024
SA-R01155,Khobar,Eastern,Road,,,,,UltraLuxury,Traditional,RC Frame,,,,,,,,0,15.5,2026
SA-R01156,Buraydah,Central,Residential_Compound,,33921.76788857343,3,294,Raw,AAC,RC Frame,11587,1084.71,183178,66147,223884,15265,4071,86610000,80.5,2024
SA-R01157,Hail,Northern,Luxury_Villa,550,1678.7556778792143,2,1,Luxury,SlipForm,RC Frame,721,82.46,6044,2182,7387,504,134,19050000,16,2024
SA-R01158,Buraydah,Central,Road,,,,,Good,Traditional,RC Frame,,,,,,,,0,15,2023
SA-R01159,Hail,Northern,Factory,,5351.329801384307,3,29,UltraLuxury,Traditional,RC Frame,2274,212.37,28897,10435,35319,2408,642,150490000,33.5,2020
SA-R01160,Khobar,Eastern,Luxury_Villa,969,2290.255557305337,2,1,UltraLuxury,SteelFrame,RC Frame,831,95.84,8245,2977,10077,687,183,53540000,19,2023
SA-R01161,Madinah,Western,Residential_Tower,,39701.20615956505,60,259,Good,AAC,Flat Slab,637213,84999.39,4287730,1548347,5240559,357311,95283,6462720000,170.5,2020
SA-R01162,Tabuk,Northern,Factory,,11066.405695246993,3,69,UltraLuxury,AAC,Precast,7449,664.16,59759,21579,73038,4980,1328,330460000,46,2023
SA-R01163,Tabuk,Northern,Mall,,81779.1804099613,4,760,Standard,ICF,RC Frame,61087,7359.97,588810,212626,719657,49068,13085,544900000,123,2024
SA-R01164,Tabuk,Northern,Warehouse,,19345.788293579924,2,237,Standard,Precast,RC Frame,1809,157.26,69645,25150,85121,5804,1548,59900000,43.5,2026
SA-R01165,Hail,Northern,Villa,179,302.0449669385965,1,1,Good,PostTension,Steel Frame,75,8.6,544,196,664,45,12,730000,7.5,2020
SA-R01166,Riyadh,Central,Warehouse,,18422.048296933222,2,97,Standard,SteelFrame,Precast,3395,268.6,66319,23949,81057,5527,1474,73500000,40.5,2026
SA-R01167,Madinah,Western,Road,,,,,Good,SlipForm,RC Frame,,,,,,,,0,15.5,2023
SA-R01168,Dammam,Eastern,Residential_Tower,,23096.07372823396,17,284,Luxury,Precast,Shear Wall,109767,15174.15,706740,255212,863793,58895,15705,2563370000,99.5,2021
SA-R01169,Khamis Mushait,Southern,Luxury_Villa,803,1688.2309135200026,2,1,Luxury,SlipForm,RC Frame,742,86.26,6078,2195,7428,506,135,18210000,18,2026
SA-R01170,Khobar,Eastern,Hotel,,16710.8912322252,17,145,Luxury,SteelFrame,RC Frame,74231,9437.93,511353,184655,624987,42613,11363,1907490000,80,2024
SA-R01171,Khamis Mushait,Southern,Mosque,,1686.7247585975304,1,11,Standard,Precast,RC Frame,343,34.6,3036,1096,3711,253,67,2660000,15,2024
SA-R01172,Khamis Mushait,Southern,Mosque,,333.4140378122825,1,2,Good,AAC,RC Frame,59,6.04,600,217,734,50,13,810000,10,2020
SA-R01173,Dammam,Eastern,School,,8175.91761914187,3,54,Luxury,Traditional,RC Frame,4877,514.51,44150,15943,53961,3679,981,166090000,35.5,2020
SA-R01174,Taif,Western,Parking,,11777.158598487566,5,85,Premium,ICF,RC Frame,7877,692.39,105994,38276,129549,8833,2355,221100000,42.5,2026
SA-R01175,Khamis Mushait,Southern,Luxury_Villa,1392,2490.383789791545,3,1,Raw,Precast,RC Frame,1251,156.73,13448,4856,16437,1121,299,5750000,21.5,2023
SA-R01176,Jeddah,Western,Mosque,,1869.469500872649,3,17,Standard,AAC,RC Frame,1142,112.27,10095,3645,12338,841,224,10310000,14.5,2021
SA-R01177,Jeddah,Western,Mosque,,365.7086229389116,1,2,Raw,AAC,RC Frame,79,7.54,658,238,805,55,15,350000,10.5,2023
SA-R01178,Tabuk,Northern,CommercialComplex,,28350.151336992323,5,166,UltraLuxury,SteelFrame,RC Frame,33047,3856.65,255151,92138,311852,21263,5670,1356110000,62,2022
SA-R01179,Madinah,Western,Parking,,19099.23795343622,3,159,Luxury,Traditional,RC Frame,9254,855.56,103136,37244,126055,8595,2292,360360000,51,2023
SA-R01180,Hail,Northern,Mall,,86085.181972689,5,594,Standard,ICF,RC Frame,77156,9313.2,774767,279777,946937,64564,17217,685280000,128,2025
SA-R01181,Makkah,Western,School,,5602.121193933318,2,35,Standard,SteelFrame,RC Frame,2527,260.05,20168,7283,24649,1681,448,21570000,28.5,2023
SA-R01182,Riyadh,Central,Government_Building,,28015.849755448813,10,219,Good,PostTension,RC Frame,59346,6978.93,504285,182103,616349,42024,11206,849020000,79.5,2024
SA-R01183,Madinah,Western,Parking,,12929.647010628882,3,122,UltraLuxury,SteelFrame,RC Frame,5625,488.2,69820,25213,85336,5818,1552,411320000,42.5,2020
SA-R01184,Riyadh,Central,Luxury_Villa,527,1628.3688446587048,2,1,Luxury,Precast,RC Frame,656,79.59,5862,2117,7165,489,130,22340000,17,2020
SA-R01185,Makkah,Western,Factory,,28145.950631142037,3,258,Luxury,Precast,Steel Frame,16296,1524.92,151988,54885,185763,12666,3378,533210000,71,2021
SA-R01186,Makkah,Western,Office_Building,,14646.223229349542,10,156,Standard,SteelFrame,RC Frame,36841,4028.45,263632,95200,322217,21969,5858,250770000,55,2025
SA-R01187,Abha,Southern,Government_Building,,23575.68579644259,8,143,Premium,AAC,RC Frame,27630,3114.31,339490,122594,414932,28291,7544,721130000,72,2025
SA-R01188,Khobar,Eastern,Road,,,,,Standard,SlipForm,RC Frame,,,,,,,,0,15.5,2024
SA-R01189,Taif,Western,Apartment_Building,,7555.875170111909,11,75,Raw,ICF,RC Frame,18423,2270.34,149606,54025,182852,12467,3325,70580000,38.5,2022
SA-R01190,Madinah,Western,Townhouse_Project,,10579.47085798302,4,94,Luxury,SteelFrame,RC Frame,7047,779.39,76172,27507,93099,6348,1693,279310000,41,2026
SA-R01191,Taif,Western,Road,,,,,Standard,AAC,RC Frame,,,,,,,,0,15.5,2021
SA-R01192,Dammam,Eastern,Mosque,,937.5742157860329,3,7,Standard,Traditional,RC Frame,535,51.63,5063,1828,6188,422,113,5480000,13,2026
SA-R01193,Khobar,Eastern,Residential_Compound,,47740.54865645992,3,277,Good,PostTension,RC Frame,17334,1651.56,257799,93094,315088,21483,5729,415770000,93.5,2022
SA-R01194,Taif,Western,Hotel,,26287.843330633354,19,319,UltraLuxury,SlipForm,RC Frame,120704,15613.9,899044,324655,1098832,74920,19979,4912900000,99.5,2024
SA-R01195,Tabuk,Northern,Hotel,,22409.598299230078,8,159,Luxury,Traditional,RC Frame,50739,6073.2,322698,116530,394409,26892,7171,1013830000,85,2024
SA-R01196,Taif,Western,Townhouse_Project,,7761.770027706268,4,94,Standard,SlipForm,RC Frame,6185,646.45,55885,20181,68304,4657,1242,51850000,39,2025
SA-R01197,Hail,Northern,Apartment_Building,,1507.0193844673463,9,8,Standard,PostTension,RC Frame,3538,410.4,24414,8816,29839,2034,543,22140000,24.5,2025
SA-R01198,Madinah,Western,Townhouse_Project,,7598.31368456428,3,87,UltraLuxury,SteelFrame,RC Frame,4256,451.06,41031,14817,50149,3419,912,242940000,39.5,2026
SA-R01199,Makkah,Western,Road,,,,,Luxury,Traditional,RC Frame,,,,,,,,0,15,2021
SA-R01200,Khobar,Eastern,Mosque,,1889.843390184456,3,11,Standard,SteelFrame,RC Frame,1080,108.27,10205,3685,12473,850,227,11090000,17.5,2024
SA-R01201,Dammam,Eastern,Government_Building,,26095.535985462455,7,276,Raw,Traditional,RC Frame,40506,4221.82,328804,118735,401871,27400,7307,170520000,76,2022
SA-R01202,Makkah,Western,Villa,338,688.851468649168,1,1,Standard,AAC,Steel Frame,177,20.28,1240,448,1515,103,28,1290000,10.5,2020
SA-R01203,Khamis Mushait,Southern,Townhouse_Project,,7165.827695119004,3,63,Premium,Precast,RC Frame,4061,464.57,38695,13973,47294,3225,860,74260000,35,2026
SA-R01204,Tabuk,Northern,Bridge,,,,,Luxury,Traditional,RC Frame,,,,,,,,0,16.5,2024
SA-R01205,Hail,Northern,University,,29342.811550637947,7,212,Raw,SlipForm,RC Frame,36865,4076.25,369719,133510,451879,30810,8216,175180000,61.5,2024
SA-R01206,Dammam,Eastern,Residential_Compound,,27005.43292910383,1,171,Luxury,Precast,RC Frame,3863,386.7,48610,17554,59412,4051,1080,165960000,67.5,2023
SA-R01207,Dammam,Eastern,Office_Building,,2094.493011438314,5,14,Luxury,ICF,RC Frame,2034,227.71,18850,6807,23039,1571,419,66990000,24.5,2023
SA-R01208,Tabuk,Northern,DataCenter,,2160.0623845400214,4,15,Good,Precast,RC Frame,2188,271.43,15552,5616,19009,1296,346,20390000,22.5,2026
SA-R01209,Madinah,Western,Office_Building,,12858.44689022195,5,72,Raw,PostTension,RC Frame,12896,1463.06,115726,41790,141443,9644,2572,58680000,43,2026
SA-R01210,Madinah,Western,Government_Building,,15848.756720767045,3,133,Good,Precast,RC Frame,10945,1184.84,85583,30905,104602,7132,1902,131950000,64.5,2023
SA-R01211,Buraydah,Central,Villa,85,258.1933004456102,2,1,Premium,ICF,RC Frame,117,13.54,929,336,1136,77,21,2040000,8.5,2021
SA-R01212,Najran,Southern,Warehouse,,19718.77290292449,1,102,Premium,ICF,Precast,2114,179.43,35494,12817,43381,2958,789,64570000,38.5,2024
SA-R01213,Abha,Southern,DataCenter,,4861.135955831889,2,58,Standard,ICF,RC Frame,2228,278.57,17500,6319,21389,1458,389,16960000,28.5,2022
SA-R01214,Makkah,Western,Villa,234,448.194172849506,1,1,Luxury,SlipForm,Load Bearing,101,11.31,807,291,986,67,18,2850000,8.5,2021
SA-R01215,Jeddah,Western,Bridge,,,,,Premium,Traditional,RC Frame,,,,,,,,0,16,2026
SA-R01216,Hail,Northern,School,,1228.8037637143782,4,12,Raw,ICF,RC Frame,897,93.82,8847,3195,10813,737,197,4240000,18.5,2026
SA-R01217,Buraydah,Central,Hospital,,72149.75556020683,4,847,Good,PostTension,RC Frame,98455,13415.15,519478,187589,634918,43290,11544,773890000,169,2024
SA-R01218,Dammam,Eastern,Apartment_Building,,4466.226799344844,12,25,Standard,SteelFrame,Flat Slab,15056,1837.97,96470,34837,117908,8039,2144,100010000,33,2022
SA-R01219,Jeddah,Western,Warehouse,,5827.332162376792,1,38,Raw,Traditional,RC Frame,947,81.85,10489,3788,12820,874,233,5380000,23.5,2025
SA-R01220,Taif,Western,Townhouse_Project,,2963.934616896504,3,30,Raw,PostTension,RC Frame,1790,192.61,16005,5780,19562,1334,356,7270000,24.5,2022
SA-R01221,Buraydah,Central,School,,9998.673027980354,2,59,Good,ICF,RC Frame,4174,436.97,35995,12998,43994,3000,800,53350000,33.5,2022
SA-R01222,Hail,Northern,Residential_Compound,,26655.590703889113,3,317,UltraLuxury,AAC,RC Frame,14186,1510.43,143940,51978,175927,11995,3199,805160000,73,2023
SA-R01223,Makkah,Western,Luxury_Villa,687,1680.4983083281795,3,1,Luxury,SlipForm,RC Frame,831,99.97,9075,3277,11091,756,202,32100000,18.5,2022
SA-R01224,Riyadh,Central,Luxury_Villa,1442,2490.1884769062985,3,1,Good,SlipForm,RC Frame,1545,169.62,13447,4856,16435,1121,299,22700000,18.5,2026
SA-R01225,Abha,Southern,Townhouse_Project,,6056.344327360917,4,57,Standard,SlipForm,RC Frame,5182,561.73,43606,15746,53296,3634,969,39840000,37,2022
SA-R01226,Abha,Southern,Townhouse_Project,,9355.106837924252,4,57,Standard,ICF,RC Frame,7155,738.3,67357,24323,82325,5613,1497,62860000,40.5,2020
SA-R01227,Najran,Southern,Residential_Tower,,8588.354607444018,16,67,Luxury,Precast,Core Wall,34712,4564.94,247345,89319,302310,20612,5497,748880000,77,2022
SA-R01228,Khamis Mushait,Southern,Factory,,25853.562022431794,1,190,Premium,Precast,RC Frame,4278,403.02,46536,16805,56878,3878,1034,91030000,67,2026
SA-R01229,Tabuk,Northern,Luxury_Villa,492,819.4425869056705,4,1,Premium,Precast,RC Frame,581,71.8,5900,2131,7211,492,131,11930000,15,2020
SA-R01230,Tabuk,Northern,Factory,,6951.143636716001,1,72,Luxury,PostTension,RC Frame,1586,159.42,12512,4518,15293,1043,278,38100000,40.5,2021
SA-R01231,Najran,Southern,Warehouse,,19179.359665863136,1,149,Luxury,SteelFrame,Precast,2249,203.73,34523,12467,42195,2877,767,98230000,38.5,2026
SA-R01232,Hail,Northern,Mall,,20152.730101504258,6,125,Good,SteelFrame,RC Frame,28411,3506.5,217649,78596,266016,18137,4837,295050000,73.5,2023
SA-R01233,Najran,Southern,Bridge,,,,,Raw,ICF,RC Frame,,,,,,,,0,17,2026
SA-R01234,Hail,Northern,CommercialComplex,,18428.670276986584,6,113,UltraLuxury,AAC,RC Frame,26339,3212.33,199030,71872,243258,16586,4423,1095230000,48,2023
SA-R01235,Makkah,Western,Office_Building,,10548.154913942722,18,68,Premium,SlipForm,RC Frame,33596,3902.86,341760,123413,417707,28480,7595,795960000,57.5,2022
SA-R01236,Khamis Mushait,Southern,Luxury_Villa,943,2466.2091014868715,4,1,Standard,AAC,RC Frame,2448,297.18,17757,6412,21703,1480,395,15230000,20.5,2023
SA-R01237,Makkah,Western,Residential_Compound,,24388.28568205266,1,142,Raw,AAC,RC Frame,4508,426.68,43899,15852,53654,3658,976,22920000,64.5,2023
SA-R01238,Dammam,Eastern,Parking,,17847.347804672703,5,100,Good,AAC,RC Frame,9652,906.31,160626,58004,196321,13386,3569,248240000,48.5,2024
SA-R01239,Hail,Northern,Warehouse,,14009.100733163406,1,89,Luxury,AAC,RC Frame,1943,172.93,25216,9106,30820,2101,560,80640000,32,2026
SA-R01240,Buraydah,Central,Hotel,,9231.41680068044,32,52,Luxury,ICF,RC Frame,70985,9359.23,531730,192013,649892,44311,11816,1758700000,80,2026
SA-R01241,Jeddah,Western,Residential_Compound,,16624.81967198151,2,96,Premium,AAC,RC Frame,5084,515.34,59849,21612,73149,4987,1330,140330000,55.5,2022
SA-R01242,Taif,Western,Residential_Compound,,8239.291625046038,3,65,Raw,Precast,RC Frame,3704,359.99,44492,16067,54379,3708,989,21000000,44,2023
SA-R01243,Abha,Southern,Townhouse_Project,,10214.387953580113,3,79,Good,ICF,RC Frame,6695,738.95,55158,19918,67415,4596,1226,77740000,38,2024
SA-R01244,Taif,Western,Villa,501,1118.7469780343017,2,1,UltraLuxury,Precast,Load Bearing,507,56.5,4027,1454,4922,336,89,22530000,13,2026
SA-R01245,Tabuk,Northern,Residential_Compound,,25598.034557617648,2,148,Premium,AAC,RC Frame,10129,984.49,92153,33277,112631,7679,2048,187530000,65.5,2021
SA-R01246,Khobar,Eastern,Apartment_Building,,7068.65708052191,4,48,Luxury,AAC,Shear Wall,7134,840.66,50894,18379,62204,4241,1131,195020000,34,2024
SA-R01247,Riyadh,Central,Office_Building,,7393.334241972474,14,71,Standard,SteelFrame,RC Frame,20563,2438.13,186312,67279,227715,15526,4140,204120000,45.5,2022
SA-R01248,Madinah,Western,School,,7531.083056681986,3,92,Premium,ICF,RC Frame,4741,527.76,40668,14686,49705,3389,904,90380000,33.5,2024
SA-R01249,Madinah,Western,Luxury_Villa,1016,2668.2918250246244,4,1,Standard,AAC,RC Frame,1951,230.05,19212,6938,23481,1601,427,19200000,19,2020
SA-R01250,Makkah,Western,Government_Building,,15746.167502004662,4,93,Good,AAC,RC Frame,15084,1594.59,113372,40940,138566,9448,2519,171570000,64.5,2025
SA-R01251,Dammam,Eastern,Warehouse,,5851.372854659719,1,34,Luxury,SlipForm,Steel Frame,772,62.98,10532,3803,12873,878,234,37850000,23.5,2022
SA-R01252,Taif,Western,Parking,,16962.176327939662,2,167,Premium,SteelFrame,RC Frame,5633,489.23,61064,22051,74634,5089,1357,130790000,47.5,2023
SA-R01253,Najran,Southern,Mosque,,2361.9710162903853,3,23,Good,PostTension,RC Frame,1330,136.18,12755,4606,15589,1063,283,16730000,17.5,2025
SA-R01254,Riyadh,Central,Road,,,,,Premium,AAC,RC Frame,,,,,,,,0,15,2023
SA-R01255,Najran,Southern,University,,43510.821743948734,5,222,Standard,Traditional,RC Frame,41369,4618.13,391597,141410,478619,32633,8702,337730000,74,2023
SA-R01256,Abha,Southern,Parking,,10685.654208379032,5,97,Luxury,SteelFrame,RC Frame,9115,800.94,96171,34728,117542,8014,2137,301440000,42,2026
SA-R01257,Abha,Southern,Residential_Tower,,35418.19921064464,16,385,Standard,SlipForm,Core Wall,162281,21222.56,1020044,368349,1246721,85004,22668,927760000,121,2021
SA-R01258,Taif,Western,Residential_Tower,,21670.111345571848,29,127,Premium,Precast,Core Wall,185189,23638.91,1131180,408482,1382553,94265,25137,2407030000,116.5,2025
SA-R01259,Makkah,Western,Mosque,,4654.369817782363,3,24,Good,ICF,RC Frame,2522,249.1,25134,9076,30719,2094,559,39280000,22,2024
SA-R01260,Abha,Southern,Mall,,87872.8261177471,4,573,Good,Precast,RC Frame,69061,8824.11,632684,228469,773281,52724,14060,869830000,125.5,2022
SA-R01261,Hail,Northern,Mall,,5732.544209602532,5,32,Standard,SteelFrame,RC Frame,5055,623.16,51593,18631,63058,4299,1147,45540000,42,2023
SA-R01262,Taif,Western,University,,17628.94180409696,2,124,Raw,AAC,RC Frame,7715,887.57,63464,22918,77567,5289,1410,30050000,45,2022
SA-R01263,Madinah,Western,Mall,,78900.43524820132,5,478,UltraLuxury,Precast,RC Frame,75944,9008.75,710104,256426,867905,59175,15780,4292660000,133,2022
SA-R01264,Taif,Western,Hospital,,49305.770625948004,12,447,Luxury,PostTension,Shear Wall,174577,25042.63,1065005,384585,1301672,88750,23667,3518500000,154.5,2020
SA-R01265,Hail,Northern,Hotel,,7255.286736719088,13,43,Raw,Precast,RC Frame,23219,3057.38,169774,61307,207501,14148,3773,76820000,59,2022
SA-R01266,Makkah,Western,Hotel,,29492.72968105875,24,338,Raw,Traditional,RC Frame,168832,21867.19,1274086,460087,1557216,106174,28313,635120000,107,2020
SA-R01267,Makkah,Western,Mall,,86753.44824991115,4,825,Luxury,SlipForm,RC Frame,85280,10041.41,624625,225559,763430,52052,13881,2187360000,131.5,2021
SA-R01268,Abha,Southern,Residential_Tower,,35927.29572096085,35,309,Raw,SlipForm,Post Tension,311332,40791.63,2263420,817346,2766402,188618,50298,1005550000,149,2024
SA-R01269,Riyadh,Central,Residential_Tower,,10183.35084475587,46,58,UltraLuxury,SteelFrame,Core Wall,104364,12427.43,843181,304482,1030555,70265,18737,5522260000,125.5,2024
SA-R01270,Riyadh,Central,Residential_Tower,,36231.105290561405,28,302,Luxury,SteelFrame,Shear Wall,269645,34203.88,1826048,659406,2231836,152171,40579,7078270000,141.5,2025
SA-R01271,Tabuk,Northern,DataCenter,,1072.9800890509614,1,12,Standard,SteelFrame,RC Frame,323,42.92,1931,697,2361,161,43,1730000,16.5,2021
SA-R01272,Taif,Western,Parking,,19083.92140890603,5,114,UltraLuxury,SteelFrame,RC Frame,14226,1270.24,171755,62023,209923,14313,3817,997900000,47.5,2024
SA-R01273,Madinah,Western,Parking,,11721.02102022215,2,72,Luxury,SteelFrame,RC Frame,3410,289.98,42196,15237,51572,3516,938,148550000,40.5,2020
SA-R01274,Abha,Southern,Warehouse,,6492.675364398303,1,37,Good,AAC,RC Frame,956,75.44,11687,4220,14284,974,260,15930000,24.5,2020
SA-R01275,Dammam,Eastern,Villa,604,903.9522708186518,2,1,Luxury,Precast,Steel Frame,390,40.19,3254,1175,3977,271,72,11920000,11.5,2026
SA-R01276,Dammam,Eastern,University,,97694.52154171844,4,834,Standard,AAC,RC Frame,99358,10889.77,703401,254006,859712,58617,15631,719580000,101.5,2026
SA-R01277,Buraydah,Central,Warehouse,,8608.036647654264,2,97,Luxury,SlipForm,Steel Frame,2279,189.35,30989,11190,37875,2582,689,103530000,28,2021
SA-R01278,Jeddah,Western,Townhouse_Project,,5459.096645026614,3,64,Raw,PostTension,RC Frame,3222,350.75,29479,10645,36030,2457,655,15380000,30.5,2025
SA-R01279,Riyadh,Central,University,,92436.76643593982,6,570,Good,PostTension,RC Frame,111361,11905.55,998317,360503,1220165,83193,22185,1596110000,100,2023
SA-R01280,Makkah,Western,Luxury_Villa,629,1208.4821934293414,2,1,Standard,PostTension,RC Frame,532,64.02,4351,1571,5317,363,97,4420000,16.5,2024
SA-R01281,Khamis Mushait,Southern,Parking,,3339.495291436627,2,20,Premium,Precast,RC Frame,538,48.46,12022,4341,14694,1002,267,23910000,24.5,2025
SA-R01282,Najran,Southern,Warehouse,,8553.010900660902,1,96,Premium,SteelFrame,Steel Frame,1219,102.39,15395,5559,18817,1283,342,28460000,25.5,2023
SA-R01283,Abha,Southern,Parking,,3155.560918851563,3,20,Good,SlipForm,RC Frame,1135,100.77,17040,6153,20827,1420,379,23870000,25.5,2022
SA-R01284,Najran,Southern,Road,,,,,Premium,Precast,RC Frame,,,,,,,,0,16,2025
SA-R01285,Taif,Western,Office_Building,,9370.354780093232,16,68,Raw,Precast,RC Frame,35101,4004.62,269866,97452,329836,22489,5997,118470000,50,2024
SA-R01286,Hail,Northern,CommercialComplex,,17987.54430259383,4,129,Luxury,Traditional,RC Frame,16588,1992.86,129510,46768,158290,10793,2878,398330000,49.5,2026
SA-R01287,Khobar,Eastern,Apartment_Building,,4143.900505795861,4,29,UltraLuxury,PostTension,Flat Slab,4031,449.81,29836,10774,36466,2486,663,192860000,25.5,2026
SA-R01288,Taif,Western,Luxury_Villa,991,2656.0893014360204,3,1,Luxury,PostTension,RC Frame,1528,187.51,14343,5179,17530,1195,319,48220000,18,2020
SA-R01289,Hail,Northern,Parking,,14878.355323794154,2,111,Raw,ICF,RC Frame,4450,411.49,53562,19342,65465,4464,1190,24400000,47.5,2020
SA-R01290,Najran,Southern,DataCenter,,4232.951515722134,3,22,Premium,SlipForm,RC Frame,2589,327.65,22858,8254,27937,1905,508,43500000,24.5,2025
SA-R01291,Madinah,Western,Factory,,34178.315574265915,3,298,Raw,PostTension,Steel Frame,14664,1408.71,184563,66648,225577,15380,4101,90940000,74,2020
SA-R01292,Jeddah,Western,Parking,,5927.865000640575,5,49,Premium,Precast,RC Frame,6117,526.68,53351,19266,65207,4446,1186,124320000,36,2022
SA-R01293,Abha,Southern,DataCenter,,2359.9162251354337,4,12,Good,Traditional,RC Frame,2268,276.68,16991,6136,20767,1416,378,22560000,20.5,2022
SA-R01294,Taif,Western,Government_Building,,2705.4444906696117,6,20,UltraLuxury,Precast,RC Frame,4027,432.85,29219,10551,35712,2435,649,160350000,33.5,2026
