raw_description,project_type,city,area_m2,floors,finishing_level,confidence,source
Development of a Parking in Najran with a total area of 1987 square meters across 27 floors.,Parking,Najran,1988,26,Luxury,78,synthetic
Development of a Hotel in Abha with a total area of 13169 square meters across 24 floors.,Hotel,Abha,14145,24,UltraLuxury,74,synthetic
مشروع Townhouse_Project في Khobar بمساحة 16936 م² وعدد 7 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Townhouse_Project,Khobar,16502,7,Good,89,synthetic
إنشاء Parking في مدينة Dammam بمساحة إجمالية 16522 متر مربع مكون من 10 طوابق.,Parking,Dammam,16697,10,Luxury,90,synthetic
إنشاء Mall في مدينة Khobar بمساحة إجمالية 7785 متر مربع مكون من 3 طوابق.,Mall,Khobar,7793,3,Standard,61,synthetic
مشروع Bridge في Madinah بمساحة 8463 م² وعدد 6 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Bridge,Madinah,8715,6,Raw,66,synthetic
إنشاء Bridge في مدينة Khobar بمساحة إجمالية 578 متر مربع مكون من 4 طوابق.,Bridge,Khobar,592,4,Good,65,synthetic
Development of a Bridge in Taif with a total area of 2335 square meters across 29 floors.,Bridge,Taif,2389,28,Luxury,80,synthetic
Development of a Mosque in Khobar with a total area of 4344 square meters across 26 floors.,Mosque,Khobar,4589,27,UltraLuxury,80,synthetic
Mall Buraydah على أرض مساحتها 26403 م²، مساحة البناء 14732 م²، 18 أدوار.,Mall,Buraydah,15104,17,UltraLuxury,80,synthetic
Development of a School in Hail with a total area of 1675 square meters across 23 floors.,School,Hail,1612,23,Raw,79,synthetic
إنشاء Warehouse في مدينة Dammam بمساحة إجمالية 11524 متر مربع مكون من 2 طوابق.,Warehouse,Dammam,11285,2,Good,63,synthetic
إنشاء Warehouse في مدينة Buraydah بمساحة إجمالية 17376 متر مربع مكون من 24 طوابق.,Warehouse,Buraydah,17541,24,UltraLuxury,91,synthetic
"Project: Road in Jeddah, built-up area 15186 sqm, 15 floors. Quality finishing required.",Road,Jeddah,16246,14,Luxury,95,synthetic
"Project: Factory in Buraydah, built-up area 6725 sqm, 4 floors. Quality finishing required.",Factory,Buraydah,6483,4,Good,75,synthetic
إنشاء Office_Building في مدينة Riyadh بمساحة إجمالية 9390 متر مربع مكون من 30 طوابق.,Office_Building,Riyadh,9285,30,Good,62,synthetic
Office_Building Khobar على أرض مساحتها 10759 م²، مساحة البناء 7270 م²، 5 أدوار.,Office_Building,Khobar,7184,5,Good,69,synthetic
مشروع DataCenter في Buraydah بمساحة 6093 م² وعدد 18 أدوار. يشمل المبنى تشطيبات عالية الجودة.,DataCenter,Buraydah,5985,16,Luxury,69,synthetic
Bridge Jeddah على أرض مساحتها 11531 م²، مساحة البناء 7001 م²، 6 أدوار.,Bridge,Jeddah,7370,6,Luxury,93,synthetic
إنشاء CommercialComplex في مدينة Makkah بمساحة إجمالية 5189 متر مربع مكون من 14 طوابق.,CommercialComplex,Makkah,5262,14,Good,63,synthetic
مشروع CommercialComplex في Madinah بمساحة 18793 م² وعدد 14 أدوار. يشمل المبنى تشطيبات عالية الجودة.,CommercialComplex,Madinah,18009,14,Raw,72,synthetic
مشروع Hotel في Riyadh بمساحة 13146 م² وعدد 21 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hotel,Riyadh,13399,20,Good,64,synthetic
Development of a Hospital in Khobar with a total area of 1417 square meters across 24 floors.,Hospital,Khobar,1501,24,Raw,85,synthetic
مشروع Townhouse_Project في Taif بمساحة 5284 م² وعدد 9 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Townhouse_Project,Taif,5001,9,Raw,87,synthetic
إنشاء CommercialComplex في مدينة Makkah بمساحة إجمالية 2063 متر مربع مكون من 29 طوابق.,CommercialComplex,Makkah,2041,28,Standard,70,synthetic
Development of a Factory in Khobar with a total area of 14474 square meters across 2 floors.,Factory,Khobar,14762,2,UltraLuxury,64,synthetic
Development of a Hospital in Abha with a total area of 16791 square meters across 13 floors.,Hospital,Abha,17420,13,UltraLuxury,60,synthetic
Development of a Luxury_Villa in Hail with a total area of 18671 square meters across 20 floors.,Luxury_Villa,Hail,19597,22,Good,72,synthetic
إنشاء Villa في مدينة Buraydah بمساحة إجمالية 3166 متر مربع مكون من 11 طوابق.,Villa,Buraydah,3093,11,Good,94,synthetic
مشروع School في Abha بمساحة 16705 م² وعدد 18 أدوار. يشمل المبنى تشطيبات عالية الجودة.,School,Abha,16619,18,Standard,98,synthetic
إنشاء Hotel في مدينة Madinah بمساحة إجمالية 18129 متر مربع مكون من 16 طوابق.,Hotel,Madinah,17587,15,UltraLuxury,68,synthetic
Development of a Luxury_Villa in Khobar with a total area of 4559 square meters across 19 floors.,Luxury_Villa,Khobar,4749,18,Premium,95,synthetic
CommercialComplex Riyadh على أرض مساحتها 7822 م²، مساحة البناء 4059 م²، 6 أدوار.,CommercialComplex,Riyadh,4054,6,UltraLuxury,98,synthetic
"Project: Hotel in Abha, built-up area 19042 sqm, 25 floors. Quality finishing required.",Hotel,Abha,19192,25,Premium,80,synthetic
CommercialComplex Makkah على أرض مساحتها 14121 م²، مساحة البناء 7622 م²، 2 أدوار.,CommercialComplex,Makkah,7916,2,Luxury,61,synthetic
Development of a CommercialComplex in Hail with a total area of 3333 square meters across 20 floors.,CommercialComplex,Hail,3344,21,Standard,68,synthetic
Villa Riyadh على أرض مساحتها 51769 م²، مساحة البناء 15613 م²، 29 أدوار.,Villa,Riyadh,15435,29,Premium,63,synthetic
Development of a Parking in Buraydah with a total area of 11507 square meters across 18 floors.,Parking,Buraydah,11554,17,Raw,69,synthetic
مشروع Hospital في Tabuk بمساحة 14298 م² وعدد 5 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hospital,Tabuk,14263,5,Luxury,93,synthetic
إنشاء DataCenter في مدينة Najran بمساحة إجمالية 19951 متر مربع مكون من 30 طوابق.,DataCenter,Najran,20267,29,Standard,85,synthetic
إنشاء Bridge في مدينة Tabuk بمساحة إجمالية 18595 متر مربع مكون من 3 طوابق.,Bridge,Tabuk,19048,3,Luxury,84,synthetic
مشروع Factory في Madinah بمساحة 4930 م² وعدد 2 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Factory,Madinah,4696,2,UltraLuxury,77,synthetic
"Project: Hospital in Khamis Mushait, built-up area 7148 sqm, 25 floors. Quality finishing required.",Hospital,Khamis Mushait,7270,26,UltraLuxury,91,synthetic
"Project: School in Taif, built-up area 3771 sqm, 11 floors. Quality finishing required.",School,Taif,3679,11,Luxury,68,synthetic
إنشاء School في مدينة Madinah بمساحة إجمالية 13272 متر مربع مكون من 26 طوابق.,School,Madinah,14072,26,Standard,80,synthetic
Development of a Mall in Jeddah with a total area of 19442 square meters across 1 floors.,Mall,Jeddah,19993,1,Luxury,78,synthetic
إنشاء Residential_Compound في مدينة Najran بمساحة إجمالية 16813 متر مربع مكون من 24 طوابق.,Residential_Compound,Najran,16551,24,Luxury,61,synthetic
Residential_Tower Taif على أرض مساحتها 26036 م²، مساحة البناء 9023 م²، 25 أدوار.,Residential_Tower,Taif,8538,24,Luxury,86,synthetic
إنشاء Warehouse في مدينة Tabuk بمساحة إجمالية 10170 متر مربع مكون من 7 طوابق.,Warehouse,Tabuk,10925,7,Raw,80,synthetic
Development of a Bridge in Madinah with a total area of 8560 square meters across 1 floors.,Bridge,Madinah,8648,1,Premium,98,synthetic
"Project: Hotel in Taif, built-up area 11727 sqm, 21 floors. Quality finishing required.",Hotel,Taif,12336,22,Luxury,74,synthetic
مشروع Mosque في Riyadh بمساحة 7618 م² وعدد 17 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Mosque,Riyadh,7891,17,Standard,71,synthetic
مشروع Road في Riyadh بمساحة 16408 م² وعدد 13 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Road,Riyadh,15865,13,UltraLuxury,65,synthetic
"Project: Hotel in Dammam, built-up area 9136 sqm, 28 floors. Quality finishing required.",Hotel,Dammam,8898,29,Good,94,synthetic
مشروع Parking في Taif بمساحة 4725 م² وعدد 25 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Parking,Taif,4885,23,Raw,72,synthetic
Development of a Bridge in Jeddah with a total area of 15859 square meters across 2 floors.,Bridge,Jeddah,15798,2,Premium,67,synthetic
مشروع Hotel في Hail بمساحة 14381 م² وعدد 10 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hotel,Hail,14124,10,UltraLuxury,61,synthetic
Development of a Residential_Tower in Madinah with a total area of 6972 square meters across 11 floors.,Residential_Tower,Madinah,6629,12,Raw,83,synthetic
Apartment_Building Abha على أرض مساحتها 17043 م²، مساحة البناء 7689 م²، 8 أدوار.,Apartment_Building,Abha,7439,8,Luxury,72,synthetic
إنشاء Office_Building في مدينة Buraydah بمساحة إجمالية 18539 متر مربع مكون من 26 طوابق.,Office_Building,Buraydah,19464,26,Good,76,synthetic
Luxury_Villa Makkah على أرض مساحتها 13045 م²، مساحة البناء 4445 م²، 11 أدوار.,Luxury_Villa,Makkah,4387,11,Standard,65,synthetic
إنشاء School في مدينة Najran بمساحة إجمالية 4379 متر مربع مكون من 27 طوابق.,School,Najran,4372,27,Premium,89,synthetic
Development of a Bridge in Riyadh with a total area of 9194 square meters across 14 floors.,Bridge,Riyadh,9035,15,Raw,73,synthetic
إنشاء Road في مدينة Buraydah بمساحة إجمالية 17046 متر مربع مكون من 2 طوابق.,Road,Buraydah,16103,2,UltraLuxury,84,synthetic
إنشاء Office_Building في مدينة Khobar بمساحة إجمالية 4001 متر مربع مكون من 10 طوابق.,Office_Building,Khobar,4044,10,Standard,95,synthetic
إنشاء Mosque في مدينة Abha بمساحة إجمالية 1495 متر مربع مكون من 16 طوابق.,Mosque,Abha,1539,16,UltraLuxury,64,synthetic
مشروع Factory في Khamis Mushait بمساحة 17060 م² وعدد 21 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Factory,Khamis Mushait,17524,22,Luxury,95,synthetic
Development of a Warehouse in Riyadh with a total area of 3434 square meters across 29 floors.,Warehouse,Riyadh,3359,31,Standard,76,synthetic
CommercialComplex Khobar على أرض مساحتها 25485 م²، مساحة البناء 16262 م²، 22 أدوار.,CommercialComplex,Khobar,16875,22,Good,94,synthetic
Development of a Apartment_Building in Riyadh with a total area of 9688 square meters across 6 floors.,Apartment_Building,Riyadh,9448,6,Raw,65,synthetic
Development of a School in Taif with a total area of 6373 square meters across 12 floors.,School,Taif,6134,12,Standard,61,synthetic
إنشاء Parking في مدينة Khamis Mushait بمساحة إجمالية 18949 متر مربع مكون من 18 طوابق.,Parking,Khamis Mushait,19433,17,Good,62,synthetic
Development of a Parking in Hail with a total area of 3366 square meters across 17 floors.,Parking,Hail,3349,18,Raw,97,synthetic
إنشاء University في مدينة Makkah بمساحة إجمالية 10554 متر مربع مكون من 30 طوابق.,University,Makkah,10685,29,Good,61,synthetic
Parking Jeddah على أرض مساحتها 15442 م²، مساحة البناء 7567 م²، 6 أدوار.,Parking,Jeddah,7266,6,Luxury,72,synthetic
Bridge Madinah على أرض مساحتها 27775 م²، مساحة البناء 17220 م²، 14 أدوار.,Bridge,Madinah,17565,14,Raw,73,synthetic
Development of a Townhouse_Project in Abha with a total area of 5821 square meters across 14 floors.,Townhouse_Project,Abha,5788,14,Premium,66,synthetic
مشروع Hospital في Riyadh بمساحة 9944 م² وعدد 21 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hospital,Riyadh,9988,21,UltraLuxury,72,synthetic
مشروع Office_Building في Taif بمساحة 11752 م² وعدد 14 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Office_Building,Taif,11622,15,Standard,89,synthetic
إنشاء Apartment_Building في مدينة Madinah بمساحة إجمالية 16492 متر مربع مكون من 15 طوابق.,Apartment_Building,Madinah,17344,16,Luxury,76,synthetic
Development of a DataCenter in Dammam with a total area of 6696 square meters across 11 floors.,DataCenter,Dammam,6763,11,Standard,91,synthetic
مشروع Hospital في Jeddah بمساحة 12786 م² وعدد 7 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Hospital,Jeddah,12353,7,Standard,91,synthetic
إنشاء Warehouse في مدينة Makkah بمساحة إجمالية 14169 متر مربع مكون من 17 طوابق.,Warehouse,Makkah,12818,17,Good,75,synthetic
Bridge Dammam على أرض مساحتها 17006 م²، مساحة البناء 9631 م²، 29 أدوار.,Bridge,Dammam,9935,30,UltraLuxury,68,synthetic
"Project: Mall in Riyadh, built-up area 16696 sqm, 24 floors. Quality finishing required.",Mall,Riyadh,16387,23,Premium,72,synthetic
مشروع Luxury_Villa في Khamis Mushait بمساحة 366 م² وعدد 5 أدوار. يشمل المبنى تشطيبات عالية الجودة.,Luxury_Villa,Khamis Mushait,387,5,Good,88,synthetic
"Project: Hotel in Madinah, built-up area 7930 sqm, 30 floors. Quality finishing required.",Hotel,Madinah,8408,31,Premium,77,synthetic
Hotel Najran على أرض مساحتها 7735 م²، مساحة البناء 2393 م²، 4 أدوار.,Hotel,Najran,2364,4,Premium,90,synthetic
CommercialComplex Buraydah على أرض مساحتها 23549 م²، مساحة البناء 14654 م²، 10 أدوار.,CommercialComplex,Buraydah,13467,10,Raw,85,synthetic
Development of a Road in Riyadh with a total area of 7307 square meters across 1 floors.,Road,Riyadh,7671,1,Luxury,98,synthetic
"Project: Parking in Abha, built-up area 8877 sqm, 25 floors. Quality finishing required.",Parking,Abha,8314,24,Premium,70,synthetic
Residential_Compound Najran على أرض مساحتها 24252 م²، مساحة البناء 8495 م²، 27 أدوار.,Residential_Compound,Najran,8555,26,Luxury,63,synthetic
