project_id,risk_category,description,probability,impact,mitigation,detected_by_ai
SA-R02157,Schedule,Permit approval delay,1,1,Accelerated procurement plan,false
SA-R02158,Material,Steel corrosion risk,5,2,Alternative supplier sourcing,false
SA-R02158,Structural,Slab deflection beyond limits,2,2,Design review and structural analysis,false
SA-R02158,Schedule,Subcontractor availability,4,1,Accelerated procurement plan,false
SA-R02158,Quality,Curing duration not met,1,3,Additional testing regime,false
SA-R02158,Financial,Cash flow constraint,4,4,Fixed price contracts,true
SA-R02159,Structural,Column failure potential,1,2,Design review and structural analysis,true
SA-R02159,Material,Steel corrosion risk,4,5,Alternative supplier sourcing,false
SA-R02159,Schedule,Material procurement delay,1,1,Accelerated procurement plan,false
SA-R02159,Financial,Currency fluctuation risk,3,2,Fixed price contracts,false
SA-R02159,Safety,Working at height risk,5,3,Enhanced safety training,true
SA-R02159,Quality,Incomplete waterproofing,5,5,Additional testing regime,true
SA-R02160,Quality,Testing failure rate high,2,5,Additional testing regime,false
SA-R02160,Material,Cement setting time abnormal,4,3,Alternative supplier sourcing,false
SA-R02160,Structural,Slab deflection beyond limits,2,1,Design review and structural analysis,false
SA-R02160,Safety,Working at height risk,1,2,Enhanced safety training,true
SA-R02161,Quality,Tolerance deviation,4,1,Additional testing regime,true
SA-R02161,Safety,Working at height risk,5,5,Enhanced safety training,true
SA-R02161,Financial,Currency fluctuation risk,3,2,Fixed price contracts,true
SA-R02161,Schedule,Material procurement delay,2,3,Accelerated procurement plan,false
SA-R02161,Material,Block moisture absorption high,1,4,Alternative supplier sourcing,false
SA-R02161,Structural,Crack propagation in shear walls,2,1,Design review and structural analysis,true
SA-R02162,Structural,Slab deflection beyond limits,1,5,Design review and structural analysis,false
SA-R02162,Material,Block moisture absorption high,2,4,Alternative supplier sourcing,false
SA-R02163,Schedule,Material procurement delay,3,3,Accelerated procurement plan,false
SA-R02163,Material,Steel corrosion risk,1,5,Alternative supplier sourcing,false
SA-R02163,Financial,Cement price increase,1,5,Fixed price contracts,false
SA-R02163,Safety,Working at height risk,5,5,Enhanced safety training,false
SA-R02164,Financial,Cash flow constraint,4,5,Fixed price contracts,true
SA-R02164,Material,Cement setting time abnormal,5,3,Alternative supplier sourcing,false
SA-R02165,Material,Steel corrosion risk,5,5,Alternative supplier sourcing,false
SA-R02165,Safety,Fire hazard from hot work,3,1,Enhanced safety training,false
SA-R02165,Financial,Steel price volatility,3,3,Fixed price contracts,true
SA-R02165,Quality,Tolerance deviation,1,2,Additional testing regime,true
SA-R02165,Schedule,Subcontractor availability,1,4,Accelerated procurement plan,false
SA-R02166,Schedule,Subcontractor availability,4,3,Accelerated procurement plan,false
SA-R02166,Material,Block moisture absorption high,3,3,Alternative supplier sourcing,true
SA-R02166,Quality,Tolerance deviation,4,5,Additional testing regime,false
SA-R02166,Structural,Foundation settlement risk,3,2,Design review and structural analysis,true
SA-R02167,Quality,Curing duration not met,5,1,Additional testing regime,false
SA-R02167,Safety,Heavy lifting accident potential,4,1,Enhanced safety training,true
SA-R02167,Financial,Labor shortage cost impact,1,4,Fixed price contracts,false
SA-R02167,Schedule,Subcontractor availability,1,3,Accelerated procurement plan,false
SA-R02167,Material,Concrete strength below spec,5,3,Alternative supplier sourcing,true
SA-R02167,Structural,Crack propagation in shear walls,5,1,Design review and structural analysis,true
SA-R02168,Quality,Incomplete waterproofing,3,5,Additional testing regime,true
SA-R02168,Material,Aggregate gradation issue,3,1,Alternative supplier sourcing,true
SA-R02169,Schedule,Permit approval delay,4,3,Accelerated procurement plan,false
SA-R02169,Quality,Incomplete waterproofing,2,1,Additional testing regime,false
SA-R02169,Financial,Currency fluctuation risk,2,2,Fixed price contracts,false
SA-R02169,Safety,Fire hazard from hot work,3,4,Enhanced safety training,false
SA-R02170,Safety,Electrical shock risk,2,3,Enhanced safety training,false
SA-R02170,Financial,Labor shortage cost impact,2,1,Fixed price contracts,false
SA-R02171,Structural,Crack propagation in shear walls,1,5,Design review and structural analysis,false
SA-R02171,Quality,Curing duration not met,3,1,Additional testing regime,true
SA-R02171,Material,Steel corrosion risk,4,1,Alternative supplier sourcing,false
SA-R02171,Schedule,Weather delay potential,4,4,Accelerated procurement plan,false
SA-R02171,Safety,Confined space hazard,3,3,Enhanced safety training,false
SA-R02172,Financial,Labor shortage cost impact,4,2,Fixed price contracts,true
SA-R02172,Safety,Working at height risk,4,4,Enhanced safety training,true
SA-R02172,Schedule,Site handover delay,4,4,Accelerated procurement plan,false
SA-R02173,Financial,Cash flow constraint,1,2,Fixed price contracts,false
SA-R02173,Safety,Working at height risk,1,1,Enhanced safety training,false
SA-R02173,Quality,Tolerance deviation,5,3,Additional testing regime,true
SA-R02173,Structural,Slab deflection beyond limits,5,2,Design review and structural analysis,false
SA-R02173,Material,Concrete strength below spec,3,4,Alternative supplier sourcing,false
SA-R02174,Schedule,Weather delay potential,4,1,Accelerated procurement plan,false
SA-R02174,Financial,Steel price volatility,2,5,Fixed price contracts,false
SA-R02174,Material,Concrete strength below spec,1,2,Alternative supplier sourcing,true
SA-R02174,Structural,Slab deflection beyond limits,5,1,Design review and structural analysis,true
SA-R02174,Safety,Working at height risk,5,2,Enhanced safety training,false
SA-R02175,Financial,Currency fluctuation risk,5,4,Fixed price contracts,false
SA-R02175,Schedule,Permit approval delay,2,5,Accelerated procurement plan,true
SA-R02176,Schedule,Subcontractor availability,5,3,Accelerated procurement plan,false
SA-R02176,Financial,Currency fluctuation risk,3,5,Fixed price contracts,true
SA-R02176,Safety,Electrical shock risk,5,4,Enhanced safety training,true
SA-R02176,Quality,Testing failure rate high,2,5,Additional testing regime,true
SA-R02176,Material,Block moisture absorption high,3,4,Alternative supplier sourcing,false
SA-R02176,Structural,Inadequate reinforcement detailing,2,1,Design review and structural analysis,false
SA-R02177,Material,Concrete strength below spec,2,4,Alternative supplier sourcing,true
SA-R02177,Structural,Inadequate reinforcement detailing,3,4,Design review and structural analysis,false
SA-R02177,Schedule,Subcontractor availability,1,2,Accelerated procurement plan,false
SA-R02177,Financial,Currency fluctuation risk,3,1,Fixed price contracts,false
SA-R02178,Safety,Heavy lifting accident potential,2,2,Enhanced safety training,false
SA-R02178,Financial,Labor shortage cost impact,3,1,Fixed price contracts,false
SA-R02178,Quality,Testing failure rate high,2,4,Additional testing regime,true
SA-R02178,Schedule,Weather delay potential,3,2,Accelerated procurement plan,true
SA-R02178,Material,Steel corrosion risk,5,3,Alternative supplier sourcing,false
SA-R02179,Structural,Foundation settlement risk,2,2,Design review and structural analysis,false
SA-R02179,Material,Cement setting time abnormal,1,3,Alternative supplier sourcing,false
SA-R02179,Schedule,Weather delay potential,5,1,Accelerated procurement plan,false
SA-R02179,Quality,Poor workmanship risk,2,5,Additional testing regime,true
SA-R02179,Financial,Steel price volatility,5,1,Fixed price contracts,false
SA-R02179,Safety,Confined space hazard,5,2,Enhanced safety training,false
SA-R02180,Structural,Crack propagation in shear walls,2,5,Design review and structural analysis,false
SA-R02180,Safety,Confined space hazard,4,1,Enhanced safety training,false
SA-R02180,Material,Block moisture absorption high,2,3,Alternative supplier sourcing,true
SA-R02181,Quality,Testing failure rate high,1,3,Additional testing regime,false
SA-R02181,Structural,Foundation settlement risk,2,4,Design review and structural analysis,false
SA-R02181,Material,Concrete strength below spec,3,5,Alternative supplier sourcing,false
SA-R02182,Material,Aggregate gradation issue,3,4,Alternative supplier sourcing,false
SA-R02182,Structural,Inadequate reinforcement detailing,5,3,Design review and structural analysis,true
SA-R02182,Schedule,Subcontractor availability,4,2,Accelerated procurement plan,false
SA-R02182,Financial,Cash flow constraint,3,3,Fixed price contracts,false
SA-R02182,Quality,Poor workmanship risk,3,5,Additional testing regime,false
SA-R02182,Safety,Working at height risk,3,5,Enhanced safety training,false
SA-R02183,Financial,Currency fluctuation risk,5,2,Fixed price contracts,true
SA-R02183,Quality,Tolerance deviation,2,3,Additional testing regime,true
SA-R02183,Material,Block moisture absorption high,3,4,Alternative supplier sourcing,true
SA-R02184,Quality,Tolerance deviation,5,2,Additional testing regime,false
SA-R02184,Safety,Confined space hazard,5,4,Enhanced safety training,false
SA-R02184,Financial,Cement price increase,5,3,Fixed price contracts,false
SA-R02184,Schedule,Permit approval delay,5,2,Accelerated procurement plan,false
SA-R02184,Structural,Column failure potential,1,1,Design review and structural analysis,true
SA-R02184,Material,Concrete strength below spec,4,1,Alternative supplier sourcing,false
SA-R02185,Material,Steel corrosion risk,3,3,Alternative supplier sourcing,false
SA-R02185,Schedule,Permit approval delay,1,4,Accelerated procurement plan,false
SA-R02185,Financial,Currency fluctuation risk,4,2,Fixed price contracts,false
SA-R02185,Structural,Column failure potential,4,5,Design review and structural analysis,true
SA-R02186,Material,Aggregate gradation issue,4,1,Alternative supplier sourcing,false
SA-R02186,Schedule,Subcontractor availability,2,4,Accelerated procurement plan,true
SA-R02186,Structural,Crack propagation in shear walls,3,3,Design review and structural analysis,true
SA-R02186,Quality,Testing failure rate high,5,2,Additional testing regime,true
SA-R02186,Safety,Electrical shock risk,5,5,Enhanced safety training,true
SA-R02187,Schedule,Weather delay potential,4,3,Accelerated procurement plan,false
SA-R02187,Material,Block moisture absorption high,1,1,Alternative supplier sourcing,true
SA-R02187,Quality,Poor workmanship risk,3,1,Additional testing regime,false
SA-R02187,Financial,Steel price volatility,2,3,Fixed price contracts,false
SA-R02187,Safety,Electrical shock risk,5,2,Enhanced safety training,false
SA-R02187,Structural,Crack propagation in shear walls,1,2,Design review and structural analysis,false
SA-R02188,Material,Concrete strength below spec,4,5,Alternative supplier sourcing,false
SA-R02188,Financial,Steel price volatility,3,5,Fixed price contracts,true
SA-R02188,Structural,Column failure potential,2,4,Design review and structural analysis,false
SA-R02189,Safety,Confined space hazard,3,5,Enhanced safety training,false
SA-R02189,Schedule,Material procurement delay,3,2,Accelerated procurement plan,false
SA-R02190,Financial,Currency fluctuation risk,2,3,Fixed price contracts,false
SA-R02190,Schedule,Subcontractor availability,3,1,Accelerated procurement plan,true
SA-R02191,Quality,Curing duration not met,4,5,Additional testing regime,false
SA-R02191,Safety,Electrical shock risk,4,5,Enhanced safety training,false
SA-R02191,Financial,Steel price volatility,1,4,Fixed price contracts,false
SA-R02191,Schedule,Weather delay potential,2,3,Accelerated procurement plan,false
SA-R02191,Material,Cement setting time abnormal,2,4,Alternative supplier sourcing,true
SA-R02192,Financial,Steel price volatility,1,3,Fixed price contracts,true
SA-R02192,Schedule,Subcontractor availability,3,4,Accelerated procurement plan,false
SA-R02192,Structural,Inadequate reinforcement detailing,5,4,Design review and structural analysis,false
SA-R02192,Material,Aggregate gradation issue,2,4,Alternative supplier sourcing,false
SA-R02193,Financial,Cement price increase,3,5,Fixed price contracts,true
SA-R02193,Schedule,Weather delay potential,3,4,Accelerated procurement plan,false
SA-R02193,Quality,Poor workmanship risk,4,3,Additional testing regime,true
SA-R02193,Structural,Column failure potential,1,1,Design review and structural analysis,false
SA-R02193,Material,Steel corrosion risk,4,1,Alternative supplier sourcing,true
SA-R02194,Financial,Cash flow constraint,1,5,Fixed price contracts,true
SA-R02194,Quality,Curing duration not met,1,4,Additional testing regime,false
SA-R02194,Material,Cement setting time abnormal,5,2,Alternative supplier sourcing,true
SA-R02194,Safety,Fire hazard from hot work,5,2,Enhanced safety training,false
SA-R02195,Quality,Poor workmanship risk,1,2,Additional testing regime,true
SA-R02195,Schedule,Subcontractor availability,5,1,Accelerated procurement plan,false
SA-R02195,Material,Steel corrosion risk,1,1,Alternative supplier sourcing,true
SA-R02196,Financial,Currency fluctuation risk,3,1,Fixed price contracts,false
SA-R02196,Schedule,Weather delay potential,5,4,Accelerated procurement plan,false
SA-R02196,Quality,Poor workmanship risk,5,2,Additional testing regime,true
SA-R02197,Safety,Electrical shock risk,3,5,Enhanced safety training,false
